frame,op,x,y,w,h,r,g,b,text
301,PSET,71,90,0,0,0,0,255,
302,RECTF,72,90,5,10,0,255,0,
302,PSET,72,91,0,0,0,0,255,
303,RECTF,73,90,5,10,0,255,0,
303,PSET,73,90,0,0,0,0,255,
304,RECTF,74,90,5,10,0,255,0,
304,PSET,74,90,0,0,0,0,255,
305,RECTF,75,90,5,10,0,255,0,
305,PSET,75,90,0,0,0,0,255,
306,RECTF,76,90,5,10,0,255,0,
306,PSET,76,90,0,0,0,0,255,
307,RECTF,77,90,5,10,0,255,0,
307,PSET,77,90,0,0,0,0,255,
308,RECTF,78,90,5,10,0,255,0,
308,PSET,78,90,0,0,0,0,255,
309,RECTF,79,90,5,10,0,255,0,
309,PSET,79,90,0,0,0,0,255,
310,RECTF,80,90,5,10,0,255,0,
310,PSET,80,91,0,0,0,0,255,
310,TEXT,10,120,0,0,255,255,255,Gen 310 Max 1
311,RECTF,81,90,5,10,0,255,0,
311,PSET,81,90,0,0,0,0,255,
312,RECTF,82,90,5,10,0,255,0,
312,PSET,82,90,0,0,0,0,255,
313,RECTF,83,90,5,10,0,255,0,
313,PSET,83,91,0,0,0,0,255,
314,RECTF,84,90,5,10,0,255,0,
314,PSET,84,90,0,0,0,0,255,
315,RECTF,85,90,5,10,0,255,0,
315,PSET,85,90,0,0,0,0,255,
316,RECTF,86,90,5,10,0,255,0,
316,PSET,86,90,0,0,0,0,255,
317,RECTF,87,90,5,10,0,255,0,
317,PSET,87,90,0,0,0,0,255,
318,RECTF,88,90,5,10,0,255,0,
318,PSET,88,90,0,0,0,0,255,
319,RECTF,89,90,5,10,0,255,0,
319,PSET,89,90,0,0,0,0,255,
320,RECTF,90,90,5,10,0,255,0,
320,PSET,90,90,0,0,0,0,255,
320,TEXT,10,120,0,0,255,255,255,Gen 320 Max 1
321,RECTF,91,90,5,10,0,255,0,
321,PSET,91,91,0,0,0,0,255,
322,RECTF,92,90,5,10,0,255,0,
322,PSET,92,90,0,0,0,0,255,
323,RECTF,93,90,5,10,0,255,0,
323,PSET,93,90,0,0,0,0,255,
324,RECTF,94,90,5,10,0,255,0,
324,PSET,94,90,0,0,0,0,255,
325,RECTF,95,90,5,10,0,255,0,
325,PSET,95,90,0,0,0,0,255,
326,RECTF,96,80,5,20,0,255,0,
326,PSET,96,88,0,0,0,0,255,
327,RECTF,97,90,5,10,0,255,0,
327,PSET,97,90,0,0,0,0,255,
328,RECTF,98,90,5,10,0,255,0,
328,PSET,98,90,0,0,0,0,255,
329,RECTF,99,90,5,10,0,255,0,
329,PSET,99,90,0,0,0,0,255,
330,RECTF,100,90,5,10,0,255,0,
330,PSET,100,90,0,0,0,0,255,
330,TEXT,10,120,0,0,255,255,255,Gen 330 Max 1
331,RECTF,101,90,5,10,0,255,0,
331,PSET,101,90,0,0,0,0,255,
332,RECTF,102,90,5,10,0,255,0,
332,PSET,102,90,0,0,0,0,255,
333,RECTF,103,90,5,10,0,255,0,
333,PSET,103,90,0,0,0,0,255,
334,RECTF,104,90,5,10,0,255,0,
334,PSET,104,90,0,0,0,0,255,
335,RECTF,105,90,5,10,0,255,0,
335,PSET,105,90,0,0,0,0,255,
336,RECTF,106,90,5,10,0,255,0,
336,PSET,106,90,0,0,0,0,255,
337,RECTF,107,90,5,10,0,255,0,
337,PSET,107,90,0,0,0,0,255,
338,RECTF,108,90,5,10,0,255,0,
338,PSET,108,90,0,0,0,0,255,
339,RECTF,109,90,5,10,0,255,0,
339,PSET,109,90,0,0,0,0,255,
340,RECTF,110,90,5,10,0,255,0,
340,PSET,110,90,0,0,0,0,255,
340,TEXT,10,120,0,0,255,255,255,Gen 340 Max 1
341,RECTF,111,90,5,10,0,255,0,
341,PSET,111,90,0,0,0,0,255,
342,RECTF,112,90,5,10,0,255,0,
342,PSET,112,90,0,0,0,0,255,
343,RECTF,113,90,5,10,0,255,0,
343,PSET,113,90,0,0,0,0,255,
344,RECTF,114,90,5,10,0,255,0,
344,PSET,114,90,0,0,0,0,255,
345,RECTF,115,90,5,10,0,255,0,
345,PSET,115,90,0,0,0,0,255,
346,RECTF,116,90,5,10,0,255,0,
346,PSET,116,90,0,0,0,0,255,
347,RECTF,117,90,5,10,0,255,0,
347,PSET,117,90,0,0,0,0,255,
348,RECTF,118,90,5,10,0,255,0,
348,PSET,118,90,0,0,0,0,255,
349,RECTF,119,90,5,10,0,255,0,
349,PSET,119,90,0,0,0,0,255,
350,RECTF,120,90,5,10,0,255,0,
350,PSET,120,90,0,0,0,0,255,
350,TEXT,10,120,0,0,255,255,255,Gen 350 Max 1
351,RECTF,121,90,5,10,0,255,0,
351,PSET,121,90,0,0,0,0,255,
352,RECTF,122,90,5,10,0,255,0,
352,PSET,122,90,0,0,0,0,255,
353,RECTF,123,90,5,10,0,255,0,
353,PSET,123,90,0,0,0,0,255,
354,RECTF,124,90,5,10,0,255,0,
354,PSET,124,90,0,0,0,0,255,
355,RECTF,125,90,5,10,0,255,0,
355,PSET,125,90,0,0,0,0,255,
356,RECTF,126,90,5,10,0,255,0,
356,PSET,126,90,0,0,0,0,255,
357,RECTF,127,90,5,10,0,255,0,
357,PSET,127,90,0,0,0,0,255,
358,RECTF,128,90,5,10,0,255,0,
358,PSET,128,90,0,0,0,0,255,
359,RECTF,129,90,5,10,0,255,0,
359,PSET,129,90,0,0,0,0,255,
360,RECTF,130,90,5,10,0,255,0,
360,PSET,130,90,0,0,0,0,255,
360,TEXT,10,120,0,0,255,255,255,Gen 360 Max 1
361,RECTF,131,90,5,10,0,255,0,
361,PSET,131,90,0,0,0,0,255,
362,RECTF,132,90,5,10,0,255,0,
362,PSET,132,90,0,0,0,0,255,
363,RECTF,133,90,5,10,0,255,0,
363,PSET,133,90,0,0,0,0,255,
364,RECTF,134,90,5,10,0,255,0,
364,PSET,134,90,0,0,0,0,255,
365,RECTF,135,90,5,10,0,255,0,
365,PSET,135,90,0,0,0,0,255,
366,RECTF,136,90,5,10,0,255,0,
366,PSET,136,90,0,0,0,0,255,
367,RECTF,137,90,5,10,0,255,0,
367,PSET,137,90,0,0,0,0,255,
368,RECTF,138,90,5,10,0,255,0,
368,PSET,138,90,0,0,0,0,255,
369,RECTF,139,90,5,10,0,255,0,
369,PSET,139,90,0,0,0,0,255,
370,RECTF,140,90,5,10,0,255,0,
370,PSET,140,90,0,0,0,0,255,
370,TEXT,10,120,0,0,255,255,255,Gen 370 Max 1
371,RECTF,141,90,5,10,0,255,0,
371,PSET,141,90,0,0,0,0,255,
372,RECTF,142,90,5,10,0,255,0,
372,PSET,142,90,0,0,0,0,255,
373,RECTF,143,90,5,10,0,255,0,
373,PSET,143,90,0,0,0,0,255,
374,RECTF,144,90,5,10,0,255,0,
374,PSET,144,90,0,0,0,0,255,
375,RECTF,145,90,5,10,0,255,0,
375,PSET,145,90,0,0,0,0,255,
376,RECTF,146,90,5,10,0,255,0,
376,PSET,146,90,0,0,0,0,255,
377,RECTF,147,90,5,10,0,255,0,
377,PSET,147,90,0,0,0,0,255,
378,RECTF,148,90,5,10,0,255,0,
378,PSET,148,90,0,0,0,0,255,
379,RECTF,149,90,5,10,0,255,0,
379,PSET,149,90,0,0,0,0,255,
380,RECTF,150,90,5,10,0,255,0,
380,PSET,150,90,0,0,0,0,255,
380,TEXT,10,120,0,0,255,255,255,Gen 380 Max 1
381,RECTF,151,90,5,10,0,255,0,
381,PSET,151,90,0,0,0,0,255,
382,RECTF,152,90,5,10,0,255,0,
382,PSET,152,90,0,0,0,0,255,
383,RECTF,153,90,5,10,0,255,0,
383,PSET,153,90,0,0,0,0,255,
384,RECTF,154,90,5,10,0,255,0,
384,PSET,154,90,0,0,0,0,255,
385,RECTF,155,90,5,10,0,255,0,
385,PSET,155,90,0,0,0,0,255,
386,RECTF,156,90,5,10,0,255,0,
386,PSET,156,90,0,0,0,0,255,
387,RECTF,157,90,5,10,0,255,0,
387,PSET,157,90,0,0,0,0,255,
388,RECTF,158,90,5,10,0,255,0,
388,PSET,158,90,0,0,0,0,255,
389,RECTF,159,90,5,10,0,255,0,
389,PSET,159,90,0,0,0,0,255,
390,RECTF,160,90,5,10,0,255,0,
390,PSET,160,90,0,0,0,0,255,
390,TEXT,10,120,0,0,255,255,255,Gen 390 Max 1
391,RECTF,161,90,5,10,0,255,0,
391,PSET,161,90,0,0,0,0,255,
392,RECTF,162,90,5,10,0,255,0,
392,PSET,162,90,0,0,0,0,255,
393,RECTF,163,90,5,10,0,255,0,
393,PSET,163,90,0,0,0,0,255,
394,RECTF,164,90,5,10,0,255,0,
394,PSET,164,90,0,0,0,0,255,
395,RECTF,165,90,5,10,0,255,0,
395,PSET,165,90,0,0,0,0,255,
396,RECTF,166,90,5,10,0,255,0,
396,PSET,166,90,0,0,0,0,255,
397,RECTF,167,90,5,10,0,255,0,
397,PSET,167,90,0,0,0,0,255,
398,RECTF,168,90,5,10,0,255,0,
398,PSET,168,90,0,0,0,0,255,
399,RECTF,169,90,5,10,0,255,0,
399,PSET,169,90,0,0,0,0,255,
400,RECTF,170,90,5,10,0,255,0,
400,PSET,170,90,0,0,0,0,255,
400,TEXT,10,120,0,0,255,255,255,Gen 400 Max 1
401,RECTF,171,90,5,10,0,255,0,
401,PSET,171,90,0,0,0,0,255,
402,RECTF,172,90,5,10,0,255,0,
402,PSET,172,90,0,0,0,0,255,
403,RECTF,173,90,5,10,0,255,0,
403,PSET,173,90,0,0,0,0,255,
404,RECTF,174,90,5,10,0,255,0,
404,PSET,174,90,0,0,0,0,255,
405,RECTF,175,90,5,10,0,255,0,
405,PSET,175,90,0,0,0,0,255,
406,RECTF,176,90,5,10,0,255,0,
406,PSET,176,90,0,0,0,0,255,
407,RECTF,177,90,5,10,0,255,0,
407,PSET,177,90,0,0,0,0,255,
408,RECTF,178,90,5,10,0,255,0,
408,PSET,178,90,0,0,0,0,255,
409,RECTF,179,90,5,10,0,255,0,
409,PSET,179,90,0,0,0,0,255,
410,RECTF,180,90,5,10,0,255,0,
410,PSET,180,90,0,0,0,0,255,
410,TEXT,10,120,0,0,255,255,255,Gen 410 Max 1
411,RECTF,181,90,5,10,0,255,0,
411,PSET,181,90,0,0,0,0,255,
412,RECTF,182,90,5,10,0,255,0,
412,PSET,182,90,0,0,0,0,255,
413,RECTF,183,90,5,10,0,255,0,
413,PSET,183,90,0,0,0,0,255,
414,RECTF,184,90,5,10,0,255,0,
414,PSET,184,90,0,0,0,0,255,
415,RECTF,185,90,5,10,0,255,0,
415,PSET,185,90,0,0,0,0,255,
416,RECTF,186,90,5,10,0,255,0,
416,PSET,186,90,0,0,0,0,255,
417,RECTF,187,90,5,10,0,255,0,
417,PSET,187,90,0,0,0,0,255,
418,RECTF,188,90,5,10,0,255,0,
418,PSET,188,90,0,0,0,0,255,
419,RECTF,189,90,5,10,0,255,0,
419,PSET,189,90,0,0,0,0,255,
420,RECTF,190,90,5,10,0,255,0,
420,PSET,190,90,0,0,0,0,255,
420,TEXT,10,120,0,0,255,255,255,Gen 420 Max 1
421,RECTF,191,90,5,10,0,255,0,
421,PSET,191,90,0,0,0,0,255,
422,RECTF,192,90,5,10,0,255,0,
422,PSET,192,90,0,0,0,0,255,
423,RECTF,193,90,5,10,0,255,0,
423,PSET,193,90,0,0,0,0,255,
424,RECTF,194,90,5,10,0,255,0,
424,PSET,194,90,0,0,0,0,255,
425,RECTF,195,90,5,10,0,255,0,
425,PSET,195,90,0,0,0,0,255,
426,RECTF,196,90,5,10,0,255,0,
426,PSET,196,90,0,0,0,0,255,
427,RECTF,197,90,5,10,0,255,0,
427,PSET,197,90,0,0,0,0,255,
428,RECTF,198,90,5,10,0,255,0,
428,PSET,198,90,0,0,0,0,255,
429,RECTF,199,90,5,10,0,255,0,
429,PSET,199,90,0,0,0,0,255,
430,RECTF,200,90,5,10,0,255,0,
430,PSET,200,90,0,0,0,0,255,
430,TEXT,10,120,0,0,255,255,255,Gen 430 Max 1
431,RECTF,201,90,5,10,0,255,0,
431,PSET,201,90,0,0,0,0,255,
432,RECTF,202,90,5,10,0,255,0,
432,PSET,202,90,0,0,0,0,255,
433,RECTF,203,90,5,10,0,255,0,
433,PSET,203,90,0,0,0,0,255,
434,RECTF,204,90,5,10,0,255,0,
434,PSET,204,90,0,0,0,0,255,
435,RECTF,205,90,5,10,0,255,0,
435,PSET,205,90,0,0,0,0,255,
436,RECTF,206,90,5,10,0,255,0,
436,PSET,206,90,0,0,0,0,255,
437,RECTF,207,90,5,10,0,255,0,
437,PSET,207,90,0,0,0,0,255,
438,RECTF,208,90,5,10,0,255,0,
438,PSET,208,90,0,0,0,0,255,
439,RECTF,209,90,5,10,0,255,0,
439,PSET,209,90,0,0,0,0,255,
440,RECTF,210,90,5,10,0,255,0,
440,PSET,210,90,0,0,0,0,255,
440,TEXT,10,120,0,0,255,255,255,Gen 440 Max 1
441,RECTF,211,90,5,10,0,255,0,
441,PSET,211,90,0,0,0,0,255,
442,RECTF,212,90,5,10,0,255,0,
442,PSET,212,90,0,0,0,0,255,
443,RECTF,213,90,5,10,0,255,0,
443,PSET,213,90,0,0,0,0,255,
444,RECTF,214,90,5,10,0,255,0,
444,PSET,214,90,0,0,0,0,255,
445,RECTF,215,90,5,10,0,255,0,
445,PSET,215,90,0,0,0,0,255,
446,RECTF,216,90,5,10,0,255,0,
446,PSET,216,90,0,0,0,0,255,
447,RECTF,217,90,5,10,0,255,0,
447,PSET,217,90,0,0,0,0,255,
448,RECTF,218,90,5,10,0,255,0,
448,PSET,218,90,0,0,0,0,255,
449,RECTF,219,90,5,10,0,255,0,
449,PSET,219,90,0,0,0,0,255,
450,RECTF,220,90,5,10,0,255,0,
450,PSET,220,90,0,0,0,0,255,
450,TEXT,10,120,0,0,255,255,255,Gen 450 Max 1
451,RECTF,221,90,5,10,0,255,0,
451,PSET,221,90,0,0,0,0,255,
452,RECTF,222,90,5,10,0,255,0,
452,PSET,222,90,0,0,0,0,255,
453,RECTF,223,90,5,10,0,255,0,
453,PSET,223,90,0,0,0,0,255,
454,RECTF,224,90,5,10,0,255,0,
454,PSET,224,90,0,0,0,0,255,
455,RECTF,225,90,5,10,0,255,0,
455,PSET,225,90,0,0,0,0,255,
456,RECTF,226,90,5,10,0,255,0,
456,PSET,226,90,0,0,0,0,255,
457,RECTF,227,90,5,10,0,255,0,
457,PSET,227,90,0,0,0,0,255,
458,RECTF,228,90,5,10,0,255,0,
458,PSET,228,90,0,0,0,0,255,
459,RECTF,229,90,5,10,0,255,0,
459,PSET,229,90,0,0,0,0,255,
460,RECTF,230,90,5,10,0,255,0,
460,PSET,230,90,0,0,0,0,255,
460,TEXT,10,120,0,0,255,255,255,Gen 460 Max 1
461,RECTF,231,90,5,10,0,255,0,
461,PSET,231,90,0,0,0,0,255,
462,RECTF,232,90,5,10,0,255,0,
462,PSET,232,90,0,0,0,0,255,
463,RECTF,233,90,5,10,0,255,0,
463,PSET,233,90,0,0,0,0,255,
464,RECTF,234,90,5,10,0,255,0,
464,PSET,234,90,0,0,0,0,255,
465,RECTF,235,90,5,10,0,255,0,
465,PSET,235,90,0,0,0,0,255,
466,RECTF,236,90,5,10,0,255,0,
466,PSET,236,90,0,0,0,0,255,
467,RECTF,237,90,5,10,0,255,0,
467,PSET,237,90,0,0,0,0,255,
468,RECTF,238,90,5,10,0,255,0,
468,PSET,238,90,0,0,0,0,255,
469,RECTF,239,90,5,10,0,255,0,
469,PSET,239,90,0,0,0,0,255,
470,RECTF,240,90,5,10,0,255,0,
470,PSET,240,90,0,0,0,0,255,
470,TEXT,10,120,0,0,255,255,255,Gen 470 Max 1
471,RECTF,241,90,5,10,0,255,0,
471,PSET,241,90,0,0,0,0,255,
472,RECTF,242,90,5,10,0,255,0,
472,PSET,242,90,0,0,0,0,255,
473,RECTF,243,90,5,10,0,255,0,
473,PSET,243,90,0,0,0,0,255,
474,RECTF,244,90,5,10,0,255,0,
474,PSET,244,90,0,0,0,0,255,
475,RECTF,245,90,5,10,0,255,0,
475,PSET,245,90,0,0,0,0,255,
476,RECTF,246,90,5,10,0,255,0,
476,PSET,246,90,0,0,0,0,255,
477,RECTF,247,90,5,10,0,255,0,
477,PSET,247,90,0,0,0,0,255,
478,RECTF,248,90,5,10,0,255,0,
478,PSET,248,90,0,0,0,0,255,
479,RECTF,249,90,5,10,0,255,0,
479,PSET,249,90,0,0,0,0,255,
480,RECTF,10,90,5,10,0,255,0,
480,PSET,10,90,0,0,0,0,255,
480,TEXT,10,120,0,0,255,255,255,Gen 480 Max 1
481,RECTF,11,90,5,10,0,255,0,
481,PSET,11,90,0,0,0,0,255,
482,RECTF,12,90,5,10,0,255,0,
482,PSET,12,90,0,0,0,0,255,
483,RECTF,13,90,5,10,0,255,0,
483,PSET,13,90,0,0,0,0,255,
484,RECTF,14,90,5,10,0,255,0,
484,PSET,14,90,0,0,0,0,255,
485,RECTF,15,90,5,10,0,255,0,
485,PSET,15,90,0,0,0,0,255,
486,RECTF,16,90,5,10,0,255,0,
486,PSET,16,90,0,0,0,0,255,
487,RECTF,17,90,5,10,0,255,0,
487,PSET,17,90,0,0,0,0,255,
488,RECTF,18,90,5,10,0,255,0,
488,PSET,18,90,0,0,0,0,255,
489,RECTF,19,90,5,10,0,255,0,
489,PSET,19,90,0,0,0,0,255,
490,RECTF,20,90,5,10,0,255,0,
490,PSET,20,90,0,0,0,0,255,
490,TEXT,10,120,0,0,255,255,255,Gen 490 Max 1
491,RECTF,21,90,5,10,0,255,0,
491,PSET,21,90,0,0,0,0,255,
492,RECTF,22,90,5,10,0,255,0,
492,PSET,22,90,0,0,0,0,255,
493,RECTF,23,90,5,10,0,255,0,
493,PSET,23,90,0,0,0,0,255,
494,RECTF,24,90,5,10,0,255,0,
494,PSET,24,90,0,0,0,0,255,
495,RECTF,25,90,5,10,0,255,0,
495,PSET,25,90,0,0,0,0,255,
496,RECTF,26,90,5,10,0,255,0,
496,PSET,26,90,0,0,0,0,255,
497,RECTF,27,90,5,10,0,255,0,
497,PSET,27,90,0,0,0,0,255,
498,RECTF,28,90,5,10,0,255,0,
498,PSET,28,90,0,0,0,0,255,
499,RECTF,29,90,5,10,0,255,0,
499,PSET,29,90,0,0,0,0,255,
500,RECTF,30,90,5,10,0,255,0,
500,PSET,30,90,0,0,0,0,255,
500,TEXT,10,120,0,0,255,255,255,Gen 500 Max 1
501,RECTF,31,90,5,10,0,255,0,
501,PSET,31,90,0,0,0,0,255,
502,RECTF,32,90,5,10,0,255,0,
502,PSET,32,90,0,0,0,0,255,
503,RECTF,33,90,5,10,0,255,0,
503,PSET,33,90,0,0,0,0,255,
504,RECTF,34,90,5,10,0,255,0,
504,PSET,34,90,0,0,0,0,255,
505,RECTF,35,90,5,10,0,255,0,
505,PSET,35,90,0,0,0,0,255,
506,RECTF,36,90,5,10,0,255,0,
506,PSET,36,90,0,0,0,0,255,
507,RECTF,37,90,5,10,0,255,0,
507,PSET,37,90,0,0,0,0,255,
508,RECTF,38,90,5,10,0,255,0,
508,PSET,38,90,0,0,0,0,255,
509,RECTF,39,90,5,10,0,255,0,
509,PSET,39,90,0,0,0,0,255,
510,RECTF,40,90,5,10,0,255,0,
510,PSET,40,90,0,0,0,0,255,
510,TEXT,10,120,0,0,255,255,255,Gen 510 Max 1
511,RECTF,41,90,5,10,0,255,0,
511,PSET,41,90,0,0,0,0,255,
512,RECTF,42,90,5,10,0,255,0,
512,PSET,42,90,0,0,0,0,255,
513,RECTF,43,90,5,10,0,255,0,
513,PSET,43,90,0,0,0,0,255,
514,RECTF,44,90,5,10,0,255,0,
514,PSET,44,90,0,0,0,0,255,
515,RECTF,45,90,5,10,0,255,0,
515,PSET,45,90,0,0,0,0,255,
516,RECTF,46,90,5,10,0,255,0,
516,PSET,46,90,0,0,0,0,255,
517,RECTF,47,90,5,10,0,255,0,
517,PSET,47,90,0,0,0,0,255,
518,RECTF,48,90,5,10,0,255,0,
518,PSET,48,90,0,0,0,0,255,
519,RECTF,49,90,5,10,0,255,0,
519,PSET,49,90,0,0,0,0,255,
520,RECTF,50,90,5,10,0,255,0,
520,PSET,50,90,0,0,0,0,255,
520,TEXT,10,120,0,0,255,255,255,Gen 520 Max 1
521,RECTF,51,90,5,10,0,255,0,
521,PSET,51,90,0,0,0,0,255,
522,RECTF,52,90,5,10,0,255,0,
522,PSET,52,90,0,0,0,0,255,
523,RECTF,53,90,5,10,0,255,0,
523,PSET,53,90,0,0,0,0,255,
524,RECTF,54,90,5,10,0,255,0,
524,PSET,54,90,0,0,0,0,255,
525,RECTF,55,90,5,10,0,255,0,
525,PSET,55,90,0,0,0,0,255,
526,RECTF,56,90,5,10,0,255,0,
526,PSET,56,90,0,0,0,0,255,
527,RECTF,57,90,5,10,0,255,0,
527,PSET,57,90,0,0,0,0,255,
528,RECTF,58,90,5,10,0,255,0,
528,PSET,58,90,0,0,0,0,255,
529,RECTF,59,90,5,10,0,255,0,
529,PSET,59,90,0,0,0,0,255,
530,RECTF,60,90,5,10,0,255,0,
530,PSET,60,90,0,0,0,0,255,
530,TEXT,10,120,0,0,255,255,255,Gen 530 Max 1
531,RECTF,61,90,5,10,0,255,0,
531,PSET,61,90,0,0,0,0,255,
532,RECTF,62,90,5,10,0,255,0,
532,PSET,62,90,0,0,0,0,255,
533,RECTF,63,90,5,10,0,255,0,
533,PSET,63,90,0,0,0,0,255,
534,RECTF,64,90,5,10,0,255,0,
534,PSET,64,90,0,0,0,0,255,
535,RECTF,65,90,5,10,0,255,0,
535,PSET,65,90,0,0,0,0,255,
536,RECTF,66,90,5,10,0,255,0,
536,PSET,66,90,0,0,0,0,255,
537,RECTF,67,90,5,10,0,255,0,
537,PSET,67,90,0,0,0,0,255,
538,RECTF,68,90,5,10,0,255,0,
538,PSET,68,90,0,0,0,0,255,
539,RECTF,69,90,5,10,0,255,0,
539,PSET,69,90,0,0,0,0,255,
540,RECTF,70,90,5,10,0,255,0,
540,PSET,70,90,0,0,0,0,255,
540,TEXT,10,120,0,0,255,255,255,Gen 540 Max 1
541,RECTF,71,90,5,10,0,255,0,
541,PSET,71,90,0,0,0,0,255,
542,RECTF,72,90,5,10,0,255,0,
542,PSET,72,90,0,0,0,0,255,
543,RECTF,73,90,5,10,0,255,0,
543,PSET,73,90,0,0,0,0,255,
544,RECTF,74,90,5,10,0,255,0,
544,PSET,74,90,0,0,0,0,255,
545,RECTF,75,90,5,10,0,255,0,
545,PSET,75,90,0,0,0,0,255,
546,RECTF,76,90,5,10,0,255,0,
546,PSET,76,90,0,0,0,0,255,
547,RECTF,77,90,5,10,0,255,0,
547,PSET,77,90,0,0,0,0,255,
548,RECTF,78,90,5,10,0,255,0,
548,PSET,78,90,0,0,0,0,255,
549,RECTF,79,90,5,10,0,255,0,
549,PSET,79,90,0,0,0,0,255,
550,RECTF,80,90,5,10,0,255,0,
550,PSET,80,90,0,0,0,0,255,
550,TEXT,10,120,0,0,255,255,255,Gen 550 Max 1
551,RECTF,81,90,5,10,0,255,0,
551,PSET,81,90,0,0,0,0,255,
552,RECTF,82,90,5,10,0,255,0,
552,PSET,82,90,0,0,0,0,255,
553,RECTF,83,90,5,10,0,255,0,
553,PSET,83,90,0,0,0,0,255,
554,RECTF,84,90,5,10,0,255,0,
554,PSET,84,90,0,0,0,0,255,
555,RECTF,85,90,5,10,0,255,0,
555,PSET,85,90,0,0,0,0,255,
556,RECTF,86,90,5,10,0,255,0,
556,PSET,86,90,0,0,0,0,255,
557,RECTF,87,90,5,10,0,255,0,
557,PSET,87,90,0,0,0,0,255,
558,RECTF,88,90,5,10,0,255,0,
558,PSET,88,90,0,0,0,0,255,
559,RECTF,89,90,5,10,0,255,0,
559,PSET,89,90,0,0,0,0,255,
560,RECTF,90,90,5,10,0,255,0,
560,PSET,90,90,0,0,0,0,255,
560,TEXT,10,120,0,0,255,255,255,Gen 560 Max 1
561,RECTF,91,90,5,10,0,255,0,
561,PSET,91,90,0,0,0,0,255,
562,RECTF,92,90,5,10,0,255,0,
562,PSET,92,90,0,0,0,0,255,
563,RECTF,93,90,5,10,0,255,0,
563,PSET,93,90,0,0,0,0,255,
564,RECTF,94,90,5,10,0,255,0,
564,PSET,94,90,0,0,0,0,255,
565,RECTF,95,90,5,10,0,255,0,
565,PSET,95,90,0,0,0,0,255,
566,RECTF,96,90,5,10,0,255,0,
566,PSET,96,90,0,0,0,0,255,
567,RECTF,97,90,5,10,0,255,0,
567,PSET,97,90,0,0,0,0,255,
568,RECTF,98,90,5,10,0,255,0,
568,PSET,98,90,0,0,0,0,255,
569,RECTF,99,90,5,10,0,255,0,
569,PSET,99,90,0,0,0,0,255,
570,RECTF,100,90,5,10,0,255,0,
570,PSET,100,90,0,0,0,0,255,
570,TEXT,10,120,0,0,255,255,255,Gen 570 Max 1
571,RECTF,101,90,5,10,0,255,0,
571,PSET,101,90,0,0,0,0,255,
572,RECTF,102,90,5,10,0,255,0,
572,PSET,102,90,0,0,0,0,255,
573,RECTF,103,90,5,10,0,255,0,
573,PSET,103,90,0,0,0,0,255,
574,RECTF,104,90,5,10,0,255,0,
574,PSET,104,90,0,0,0,0,255,
575,RECTF,105,90,5,10,0,255,0,
575,PSET,105,90,0,0,0,0,255,
576,RECTF,106,90,5,10,0,255,0,
576,PSET,106,90,0,0,0,0,255,
577,RECTF,107,90,5,10,0,255,0,
577,PSET,107,90,0,0,0,0,255,
578,RECTF,108,90,5,10,0,255,0,
578,PSET,108,90,0,0,0,0,255,
579,RECTF,109,90,5,10,0,255,0,
579,PSET,109,90,0,0,0,0,255,
580,RECTF,110,90,5,10,0,255,0,
580,PSET,110,90,0,0,0,0,255,
580,TEXT,10,120,0,0,255,255,255,Gen 580 Max 1
581,RECTF,111,90,5,10,0,255,0,
581,PSET,111,90,0,0,0,0,255,
582,RECTF,112,90,5,10,0,255,0,
582,PSET,112,90,0,0,0,0,255,
583,RECTF,113,90,5,10,0,255,0,
583,PSET,113,90,0,0,0,0,255,
584,RECTF,114,90,5,10,0,255,0,
584,PSET,114,90,0,0,0,0,255,
585,RECTF,115,90,5,10,0,255,0,
585,PSET,115,90,0,0,0,0,255,
586,RECTF,116,90,5,10,0,255,0,
586,PSET,116,90,0,0,0,0,255,
587,RECTF,117,90,5,10,0,255,0,
587,PSET,117,90,0,0,0,0,255,
588,RECTF,118,90,5,10,0,255,0,
588,PSET,118,90,0,0,0,0,255,
589,RECTF,119,90,5,10,0,255,0,
589,PSET,119,90,0,0,0,0,255,
590,RECTF,120,90,5,10,0,255,0,
590,PSET,120,90,0,0,0,0,255,
590,TEXT,10,120,0,0,255,255,255,Gen 590 Max 1
591,RECTF,121,90,5,10,0,255,0,
591,PSET,121,90,0,0,0,0,255,
592,RECTF,122,90,5,10,0,255,0,
592,PSET,122,90,0,0,0,0,255,
593,RECTF,123,90,5,10,0,255,0,
593,PSET,123,90,0,0,0,0,255,
594,RECTF,124,90,5,10,0,255,0,
594,PSET,124,90,0,0,0,0,255,
595,RECTF,125,90,5,10,0,255,0,
595,PSET,125,90,0,0,0,0,255,
596,RECTF,126,90,5,10,0,255,0,
596,PSET,126,90,0,0,0,0,255,
597,RECTF,127,90,5,10,0,255,0,
597,PSET,127,90,0,0,0,0,255,
598,RECTF,128,90,5,10,0,255,0,
598,PSET,128,90,0,0,0,0,255,
599,RECTF,129,90,5,10,0,255,0,
599,PSET,129,90,0,0,0,0,255,
600,RECTF,130,90,5,10,0,255,0,
600,PSET,130,90,0,0,0,0,255,
600,TEXT,10,120,0,0,255,255,255,Gen 600 Max 1
601,RECTF,131,90,5,10,0,255,0,
601,PSET,131,90,0,0,0,0,255,
602,RECTF,132,90,5,10,0,255,0,
602,PSET,132,90,0,0,0,0,255,
603,RECTF,133,90,5,10,0,255,0,
603,PSET,133,90,0,0,0,0,255,
